global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	c_comp_cor_18	c_comp_cor_19	c_comp_cor_20	c_comp_cor_21	c_comp_cor_22	c_comp_cor_23	c_comp_cor_24	c_comp_cor_25	c_comp_cor_26	c_comp_cor_27	c_comp_cor_28	c_comp_cor_29	c_comp_cor_30	c_comp_cor_31	c_comp_cor_32	c_comp_cor_33	c_comp_cor_34	c_comp_cor_35	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	w_comp_cor_60	w_comp_cor_61	w_comp_cor_62	w_comp_cor_63	w_comp_cor_64	w_comp_cor_65	w_comp_cor_66	w_comp_cor_67	w_comp_cor_68	w_comp_cor_69	w_comp_cor_70	w_comp_cor_71	w_comp_cor_72	w_comp_cor_73	w_comp_cor_74	w_comp_cor_75	w_comp_cor_76	w_comp_cor_77	w_comp_cor_78	w_comp_cor_79	w_comp_cor_80	w_comp_cor_81	w_comp_cor_82	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
9140.215582829413	n/a	83543540.90059762	n/a	7597.03056896692	n/a	n/a	57714873.46581785	6038.508126163288	n/a	n/a	36463580.38974006	5983.841668895265	10521.692506909025	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.114445	n/a	n/a	0.013097658025	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0
9077.800425409414	-62.41515741999865	82406460.56356333	3895.651875763213	7435.75953967215	-161.2710292947704	26008.3448897947	55290519.93182538	6035.952362165996	-2.555763997291251	6.531929609850154	36432720.91833727	5979.634966719646	10230.129124365369	1.153933	44.286461	0.011673	0.0116732	-0.0898502883	-0.0485841324	0.0170676938	-0.0097010418	0.1093643355	-0.1245015538	0.0348430218	-0.0101279833	-0.0301140306	-0.0410838203	0.1110329444	-0.2342820761	0.1450147043	-0.2072211519	0.129302095	-0.116970704	0.0576240974	-0.2088968749	0.2676111568	-0.1760607849	0.0038247006	-0.0551167937	0.2134513539	-0.0213019205	0.1604899433	-0.056650638	-0.1111388536	0.1482688969	-0.0076046993	0.0265322803	-0.0979700263	0.0127565875	-0.0337955764	0.031355531	-0.0799678137	0.0184533756	-0.0014951767	0.1465476241	-0.0429598028	0.0953561567	-0.0410988375	0.0079067731	-0.1039913099	-0.0541024295	0.011395253	-0.0689532024	0.1100548055	-0.0462155355	0.0463129748	-0.0604230592	0.0528884377	-0.0593315933	0.0783743706	-0.0993243808	0.1005062502	-0.013125514	0.0440294815	-0.0427162299	0.018507026	-0.0756841401	0.0943683808	-0.0534657205	0.0140917341	-0.0618250284	0.0076197463	-0.0777286815	0.0405849178	-0.1176998312	0.0658834743	0.014691064	-0.0530033836	0.0546360059	-0.0553540351	-0.0203669713	-0.0212933579	0.0448580424	-0.0231690836	-0.007130096	-0.0889612176	0.0714245732	0.0287314106	0.0209422841	-0.0546515708	-0.0404902442	0.0437409796	0.0642522049	0.0968910697	-0.0423348472	-0.009327843	0.0698203576	0.002244399	0.0770851301	-0.0093070212	-0.0287258921	-0.0115754251	0.0611520527	0.0092418828	-0.0319559659	-0.0254886499	-0.0448450052	-0.0329998268	0.0747872953	0.0394440655	-0.0495665823	-0.0386756532	-0.0174477994	-0.0228514638	0.0109445183	0.0885190782	-0.0099951174	-0.1166561281	-0.0229929144	0.0338194002	0.0232370806	0.1059716482	0.0595784201	-0.0681775938	-0.1004647961	-0.0287011853	0.0392946245	0.0399308266	0.0463024184	0.0800201886	-0.1033338553	-0.0231369716	0.0119279654	-0.045659084	0.0396683157	-0.0864273523	0.129742981	-0.0355993114	0.0021875683	-0.0524122932	0.0687708263	-0.0294859389	0.0030871207	-0.1646098139	0.1119215946	-0.0160184077	0.0465051024	-0.0280283601	0.024062846	-0.0418528967	0.0697607295	-0.1306076902	0.0845234651	-0.0136638666	0.0204983779	-0.0117032208	0.1210115684	-0.0569360619	0.011017724	-0.0474810494	0.0974641647	-0.0134536333	-0.0199283998	-0.0510012675	-0.0152312521	0.0574051395	0.0342313003	-0.0662237091	0.0399331272	0.0495535884	-0.0934281459	-0.00486155	-0.0177131538	0.0220800707	0.0566953619	-0.060719437	-0.0036874299	-0.0066438453	0.1281762631	0.0731587138	-0.056358909	-0.0407749381	0.0623342669	0.0222794284	0.0148844672	-0.0042744262	-0.0100222904	-0.0609476094	0.0757425755	0.0204487474	-0.0491165766	-0.0527150595	-0.0147239433	-0.0008238756	0.1213995935	0.0262094434	0.0030640854	0.0300998694	-0.0016113017	-0.0467542304	-0.0059449954	0.0404388624	0.0685410264	0.0671352562	-0.0699714909	-0.0333957975	-0.0148594311	0.0539836707	0.0243785499	0.0266174497	0.0473435461	0.0432154552	-0.1220808403	0.0294975097	0.0209340399	0.0317100447	-0.0632349188	0.1535269466	-0.1030580682	-0.0550334232	0.1208839293	-0.1506281563	0.0711759762	-0.0062304785	0.0120877368	-0.0568670571	0.0416524235	-0.0286833122	0.0994047458	-0.1646603415	0.022922179	-0.0371961809	0.0782024929	-0.0071763478	0.1028072595	-0.0192715875	0.0310375918	-0.197520944	0.1613675453	-0.0557958753	0.1023254415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126118	0.011673	0.000136258929	0.015905749924	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9052.140611883737	-25.65981352567724	81941249.65731487	658.4260301725285	7300.558430516035	-135.2011091561153	18279.33991704381	53298153.39737875	6027.819573544639	-8.132788621357577	66.14225075968328	36334608.81120787	5968.5237884425205	10073.305421494855	1.062067	40.760765	0.014972	0.0149714	-0.0419873323	-0.0896785286	0.0563735678	-0.0320933092	0.045525275	-0.0004332736	-0.0348291421	0.0970228645	-0.0845449967	-0.0323265147	-0.0278512635	-0.0418583966	0.1487050426	-0.1009173892	0.0804663775	-0.0715032821	0.0870049188	-0.1234680359	0.1989387215	-0.1077729117	-0.1077077287	-0.0198989909	0.1251079334	-0.0467950081	0.2032236128	-0.0253672378	-0.0167364639	0.0187090469	-0.034106322	-0.0850023901	-0.0571919087	-0.0809457381	-0.1543035144	0.0773639003	-0.0948311916	-0.1044845188	0.1018566399	0.0595634134	-0.0432234853	-0.0514219457	-0.0182759656	0.0953416771	0.0343052843	0.0036166991	0.0309549138	-0.1653815593	-0.0168733161	-0.1168996549	0.0090925039	-0.1595369316	-0.0060641882	-0.1268743963	-0.007697206	-0.0594245037	0.1422236555	0.0220949365	-0.0527005594	-0.0784718676	0.0863767119	-0.0012778582	-3.57595e-05	0.0052398096	-0.0344207392	-0.0611026394	0.0655322952	0.0183982337	0.0769834265	-0.1443351256	0.0536178129	-0.0054084803	-0.0304087995	0.0870707715	-0.1041392555	-0.010890062	0.0418737404	-0.0454326599	-0.0506874934	0.0517421529	0.0100817104	0.0861407715	-0.0044724655	0.0103343353	-0.0069224841	-0.0600906565	0.0297426123	-0.0177738363	0.0358006824	-0.1217618685	0.0518304829	0.0763909563	0.0926444413	0.1141622353	0.063411782	0.0029170837	-0.0184758526	-0.0059392767	-0.0245744448	0.0716996636	-0.0360168489	0.02042062	-0.0487648983	-0.018460252	0.0579964157	-0.0720351777	0.1631795598	0.1243019769	0.0303132936	-0.0290350837	0.1153061748	-0.1454154429	0.0309824309	-0.0771410282	-0.0763122712	-0.0504684406	0.0305901595	0.0069502342	-0.147731786	0.0025670487	0.0939101552	-0.0027652198	-0.0815460908	-0.1000552634	0.0090918329	0.0532148512	-0.0051691701	-0.083285399	0.0478551764	0.0739243884	-0.1481368942	-0.0254828712	0.0056098724	-0.037144804	-0.1335523123	0.0724134865	-0.1332877092	0.1003863832	-0.1366029836	0.108780349	-0.0619692925	-0.0129150279	0.0432900296	-0.0559278906	-0.0886114856	-0.0151671204	-0.0372267247	-0.0140151355	0.0324973301	0.1234503672	-0.059088931	0.1449785817	-0.0622966785	0.0089455422	-0.061613861	0.0777004722	0.0032870409	-0.0004138775	-0.0590951398	0.0015110095	-0.0305705003	0.0204390053	-0.0496937759	0.001241796	0.0553947105	-0.1386069777	-0.0269393935	-0.1103233508	-0.0259785419	0.0780224759	0.0462339864	0.0119905934	-0.0053864591	0.1104518612	0.0773802471	0.1216242653	-0.0324920571	-0.0326184404	-0.0399221697	-0.0477558473	-0.0505411607	-0.0781232203	0.0527746636	0.006717727	0.0390848278	-0.0181559863	-0.0179863741	0.0059076162	-0.0329064269	0.0877017166	0.0591835371	0.0113402455	0.0735777315	0.2132254399	0.1262204711	-0.0102598013	-0.053295206	-0.1004966461	0.124481283	-0.1542880969	-0.0338404216	0.0553148403	0.0766022609	-0.0348213195	0.0339991792	0.0491019382	0.0176759171	0.0772449132	0.0520310655	-0.010873034	-0.009481621	-0.1562252111	0.1041953163	-0.1253660498	-0.0013412347	-0.0508394305	-0.0721791183	0.0393385623	-0.0623776308	0.0890787398	0.0434927129	0.0996984171	-0.1158937624	0.0378387837	-0.1860091474	0.0436545149	-0.1145758704	0.0237387995	0.1306698823	0.0359276944	-0.0283757153	-0.1210618623	-0.1333498553	0.1942088128	-0.0259261355	0.1022977589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111146	-0.014972	0.000224160784	0.012353433316	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9046.101005805618	-6.039606078118595	81831943.40723741	36.47684157884708	7265.429946934491	-35.12848358154315	1234.0103587387466	52786472.31381253	6029.157408286382	1.3378347417428813	1.7898017962142418	36350739.05389456	5968.814216185822	9923.098858934956	1.013853	38.910389	0.003122	0.00312178	-0.0053171297	0.0256955822	0.0995210769	-0.0192339703	0.0026796874	0.0265685255	-0.1544287651	0.0800974239	0.0259213122	0.0685606091	0.0436237135	0.0733957465	0.2313881099	-0.0683457589	0.0947374876	-0.0353359456	0.1283435959	-0.0157577975	0.0775236113	-0.0834487916	0.0119853009	0.0117021326	0.1842883454	0.1121431934	0.0238295091	0.0672023888	0.012996512	-0.0031867534	0.0131224819	0.0938168974	-0.0144136292	0.024974483	0.009358994	-0.0258280507	-0.0783134991	0.0414166139	-0.0383020893	-0.1334817162	0.074363024	-0.061296705	0.0367867678	-0.1583720342	-0.0186245361	0.0266011666	0.0790070173	-0.1141543285	-0.0644639109	-0.1087084353	-0.125129125	-0.1660574724	-0.0464611496	0.0203340042	0.1161998277	-0.0405444543	-0.0404536202	0.0519135423	-0.1320602916	0.0099464993	-0.0529491078	0.0734767303	-0.2135472314	-0.0953269196	0.039175413	-0.0073745089	0.0847636336	-0.0517586761	-0.0026941211	-0.0700645806	-0.0450578906	0.0403409852	0.0939194543	0.0422296584	0.0019564628	0.0361037971	0.0282782793	-0.0149149135	0.0289333132	-0.0559232089	0.0706002798	0.1225724294	-0.0678787611	-0.1021749754	0.0084208154	0.0977765398	0.0625176261	-0.0629944622	-0.0883030435	-0.035049063	0.0301492244	0.0444799037	0.002247375	-0.0532550308	-0.0576112063	0.1529101431	-0.088067175	-0.0616142589	0.0273555624	-0.0032447673	-0.0399310302	-0.037587317	-0.0436677793	-0.1254474097	-0.0028545263	0.0466485797	0.0964051119	0.0739802046	-0.0470588323	0.0044040376	-0.0101110227	0.0172409065	0.0210029167	0.0007404875	-0.026622965	-0.0908746655	0.0620549272	0.0594775016	-0.117321643	0.0622473001	-0.0833083555	-0.0004806565	-0.0198493294	-0.0513094343	-0.0643475496	0.1099431426	-0.0414061131	-0.0604046339	0.0734644245	-0.0128222259	-0.134144163	-0.0469473873	0.0715918644	0.0871902134	-0.1590885556	-0.0790218152	-0.0649898304	0.0713854085	-0.0901563717	0.0578539664	0.0660494849	-0.1273169276	0.0648666783	-0.0433740041	0.0616618039	0.1385346375	0.0815098217	-0.0961150318	-0.0130112287	0.1054670583	-0.1571003303	0.0161410291	-0.0035162748	-0.0026959217	0.0181125577	-0.1512506815	0.090360483	0.0033728428	0.068665078	-0.0322750754	-0.0604716568	-0.0142158469	0.0084801045	-0.0161465813	-0.1524455804	-0.0497678336	0.121176794	-0.1164610859	-0.0384781048	-0.0203886956	0.0122143858	-0.0771165344	-0.0010357372	-0.0425703332	0.0372751949	0.010404467	0.1162947826	-0.0716796599	-0.0472248966	-0.0237457617	0.0103927431	-0.04306365	-0.0827096107	-0.1041646431	0.083511133	-0.0791536176	0.0094030819	-0.0054252453	0.0269077018	-0.0781216635	-0.0215558408	0.0481946671	0.0443501641	0.0882638094	0.0195281151	-0.0396732628	0.0477166874	-0.0011357038	-0.0519900557	-0.1066867834	0.0703190033	-0.0399626948	0.0679283666	-0.1096332772	-0.1289177948	-0.0179309538	-0.0294425465	0.0090079932	0.0227906379	0.0464461688	-0.1085293924	-0.1213465192	0.1051446682	-0.0465019303	0.0092795928	-0.1383151926	-0.1504048298	-0.0089198741	-0.1505797416	-0.0225888338	0.001724009	0.0179920199	-0.005526919	0.0047715846	-0.0977530943	-0.0068725963	-0.0885548912	0.046155325	0.1832335624	0.0809267066	0.0925841438	-0.0245513716	-0.1173775966	0.0979020434	0.1208191923	0.1022424012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114268	0.0031219999999999	9.746884e-06	0.013057175824	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9045.549449777449	-0.551556028169216	81821964.8483691	0.304214052209801	7279.406747085746	13.976800151254793	195.350942468116	52989762.58951749	6032.143177014986	2.985768728603944	8.91481490070921	36386751.30800845	5971.352916805381	9956.670244322451	0.986032	37.84264	0.0049369999999999	0.00493684	-0.0167111202	0.0937011789	0.0806167981	0.0378290051	0.0123192138	-0.0547054353	-0.0528747273	-0.0392797871	0.1014468957	-0.0550865626	0.0456253371	0.009495285	0.1959707444	-0.0285126816	0.0756711918	0.0315748116	0.0705901063	-0.0266395032	-0.0794664171	-0.079308479	-0.0446037622	-0.0239200192	0.1374079945	0.0315868634	0.0588946054	0.116096338	-0.0072565608	0.0170311073	0.0609463699	0.027220975	-0.0215738158	0.0272005795	-0.0887572569	0.004610245	0.082062808	0.1751541185	0.0825397423	-0.0093892278	-0.0282385972	0.0169558299	-0.032556572	-0.0426113121	0.0523241046	-0.0186321346	0.1122545682	-0.0389657223	-0.1067939438	-0.0920445979	0.0127187866	-0.0775422895	0.0431099472	0.0388237123	0.168375311	-0.072767449	0.0744093791	-0.0994450152	0.0178979199	-0.0120078105	0.0861816877	-0.0504543732	-0.0778358441	-0.1991441514	0.0679367232	0.0152694747	0.0211923703	-0.0327344567	0.0240113963	-0.105601411	0.0085854334	-0.0562909548	-0.0412389792	0.0172149754	0.1228366826	-0.0055840541	0.017147378	0.0736872868	-0.0886998054	-0.0677089603	-0.0717126497	-0.0600787677	0.0762616417	-0.013559182	-0.0191115042	0.0611166259	0.1478494507	0.0795982419	-0.1005954402	0.0385175996	0.0394794963	-0.0251959713	0.0409888108	-0.0134945907	0.0470276063	0.095454779	-0.050990194	-0.0084465403	0.0215922764	0.0712784429	0.0412821142	0.0415267484	-0.0115428169	0.0066603763	-0.0342522372	0.0400369475	-0.0627223067	-0.0020457771	-0.0283326355	0.0050800171	-0.0392648256	0.1355953358	-0.1102775913	0.12097086	-0.0423394534	0.0468410867	0.0300680893	-0.0172624598	0.1472130539	0.0207775252	-0.0741296474	0.1001945807	0.0822485688	0.074574332	0.0007906063	0.0682141021	0.0016988804	-0.0343073365	0.0226779004	-0.0860345404	-0.1014809548	-0.0761672773	-0.021809279	0.0803437159	-0.1316340626	0.0424231335	0.0100661032	-0.07146007	-0.1840988226	0.0823103614	0.006602973	0.0395426691	-0.0911208628	-0.0593003584	0.0214563355	0.1834064876	-0.0464851431	-0.0100287284	-0.0654348355	0.0158856295	-0.0783670928	0.0531087398	0.0477597815	0.0311266827	0.0490347505	0.0807412126	-0.023358042	-0.1340168936	0.0314865139	-0.1037558467	0.0387856748	-0.0426293804	-0.0733035541	-0.0868158186	-0.0259582421	0.001941587	-0.0048561852	0.0651724224	0.1272947205	-0.0864771965	0.0697435372	-0.0611195986	-0.0884546457	-0.0796604551	0.0339352047	-0.1025341828	0.0402128218	-0.0699649037	-0.040678303	-0.0161000469	0.0490514624	-0.0125850672	0.0530814297	0.0039077352	0.0153194519	0.032725268	0.0442443204	0.0086595831	0.0233575213	-0.050707392	0.0469248593	0.0412324241	0.0125672032	-0.0648763405	-0.1119052787	0.005738897	0.0266871689	0.0150744098	0.0145251108	0.0945251718	0.1039866661	-0.173307919	-0.021250754	-0.0073339511	-0.1377093268	-0.0979189562	0.001360335	-0.0512309269	0.0374538593	-0.0195840948	0.0727605684	-0.085814296	0.1231362677	0.0093635885	-0.0358249134	-0.1197974798	-0.203720025	0.038272756	-0.0354476219	0.0290625651	-0.118376573	-0.0403765965	0.0228586011	0.0247085822	-0.1248247149	-0.1111323942	0.010391452	0.0272332506	-0.0124515693	0.130978767	-0.0227009989	-0.0336243316	-0.0064351908	0.1103336261	-0.0475245367	0.1021593834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109331	-0.0049369999999999	2.437396899999997e-05	0.011953267561	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9039.110662893165	-6.438786884284127	81705521.57602891	41.4579765412293	7261.177099276137	-18.22964780960956	332.3200592624026	52724692.86705221	6028.872471286921	-3.270705728064968	10.697515959596991	36347303.27504126	5967.12950112519	10056.53448536539	0.97795	37.532471	0.00451	0.00450962	-0.0358551519	0.0980009678	0.0287732592	0.0840842541	0.0486760991	-0.1247642177	0.0322773474	-0.0709135213	0.0452981367	-0.0701967438	-0.0970806193	-0.0545855476	0.1994518131	-0.057048615	0.0006084856	0.0962885055	-0.008542341	0.0408784461	-0.0093023779	-0.0303313367	-0.0828633024	0.0580090017	0.0979501281	0.0532135321	-0.1147182288	-0.0301862879	0.0950174798	-0.0123805723	-0.0262974055	-0.0039091633	-0.0489427732	-0.1159611131	0.0620767357	0.1089936363	0.0463624874	0.0215330923	-0.1143327473	0.0820205539	0.0591593862	-0.0095883246	-0.1496844818	-0.0174031704	-0.1289014122	-0.0739649414	0.0934311336	-0.0041640029	-0.0972382389	-0.1660703622	-0.0814078539	-0.0108605881	0.0651153231	-0.0673095169	-0.0070357216	-0.0493353216	-0.091192295	0.0459782919	-0.1278796435	0.1014287561	0.1441128591	-0.0069420423	-0.0556164775	-0.0346865258	0.0049181398	-0.0712845399	0.0295172117	0.0250338772	-0.1088459642	0.0486842146	-0.0154380077	-0.0618760761	0.0642984263	0.0756654645	0.0357008962	0.0919418688	0.1472510286	-0.0614503898	0.04004561	-0.0229355137	-0.0010092597	-0.0209151416	0.1432976603	-0.0423915683	-0.0708568679	-0.0100455201	-0.0747914461	0.0933027838	-0.031823974	-0.049102342	0.1631526229	-0.0001550114	0.0044769003	-0.0659875417	0.0915852174	-0.10136059	-0.0665854211	-0.0114467362	-0.0303889953	0.0673016524	0.022029731	-0.0217164315	0.0161230402	0.1312787076	-0.0473651401	0.0532659097	-0.0195974562	-0.0095572965	0.0612488442	0.1139057333	-0.0031607683	0.0354773708	0.0826005005	-0.0013914561	-0.1019482552	-0.0791880876	-0.0188008203	-0.0886762637	0.1302539809	-0.1402786968	0.0406459653	-0.1187768988	-0.0676877277	-0.1139844229	-0.0451895638	-0.0070492128	-0.104995642	-0.1000886202	-0.0503402547	-0.07985201	-0.0806723204	-0.0988265722	-0.0980413288	-0.087837517	-0.1487425678	-0.0258443694	0.0032382283	0.048075492	-0.0939010142	0.0438977303	0.0378262491	-0.1296844576	-0.141102386	-0.0447084115	0.0241570005	0.0271044376	0.0893566442	-0.1025699637	0.0078137928	0.0973284225	-0.0049253613	-0.0323308739	0.0064758695	0.091916319	0.0924292658	0.0382399308	-0.0361061536	0.0096798344	-0.0825522526	0.1098038301	-0.0093596054	-0.0154323281	0.1373181931	-0.1185521317	0.0070471204	-0.0603017761	-0.0140659768	0.0538155176	-0.0401687417	-0.1480360554	0.0608258194	0.0263222035	-0.150323985	0.0299249526	-0.0299066856	-0.036762343	-0.066591612	-0.0096571763	0.0677901483	0.0400084141	0.0898088039	0.034183892	0.0475422874	0.0760636509	0.0162140633	0.0419454806	-0.0656303764	0.042477978	0.0191797613	0.0086048608	0.0287243625	0.0627365047	-0.017328168	0.088948635	0.1227815218	0.0599474302	-0.0246377761	0.0942326409	0.0025748371	0.0960194645	0.0637068026	0.1745019912	-0.0405333662	0.1659038667	-0.0087430532	-0.0185877354	-0.0105812778	0.0874901567	-0.0617999132	0.0869741225	-0.0253740717	-0.0810999297	0.1197424653	0.0342277285	-0.0848913368	-0.0739236361	-0.1807242853	0.0728858828	0.0450712765	0.0820040825	0.0072056509	-0.0550036962	0.0059572032	0.0114267587	-0.0434633684	-0.0367906872	0.029364878	-0.0189060474	-0.0136798314	0.0471384674	0.0383841079	-0.0810091551	-0.0360555007	-0.0312556949	0.0543674637	0.1020487279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113841	0.00451	2.03401e-05	0.012959773281	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
