global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	c_comp_cor_18	c_comp_cor_19	c_comp_cor_20	c_comp_cor_21	c_comp_cor_22	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	w_comp_cor_60	w_comp_cor_61	w_comp_cor_62	w_comp_cor_63	w_comp_cor_64	w_comp_cor_65	w_comp_cor_66	w_comp_cor_67	w_comp_cor_68	w_comp_cor_69	w_comp_cor_70	w_comp_cor_71	w_comp_cor_72	w_comp_cor_73	w_comp_cor_74	w_comp_cor_75	w_comp_cor_76	w_comp_cor_77	w_comp_cor_78	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
9659.961015456089	n/a	n/a	93314846.82013144	7210.852253054876	n/a	51996390.21538658	n/a	6650.915365656415	n/a	n/a	44234675.2011246	6494.828336305704	10216.03814559453	n/a	n/a	n/a	n/a	-0.0881734113	-0.0364811055	0.151437814	0.1530079864	-0.0804239161	0.1371939111	-0.0489145056	0.033570425	-0.0664350482	0.0040235242	-0.122275629	0.0266661799	-0.1963476738	0.0193793626	-0.0427667592	-0.0887779358	0.1800404567	-0.3052713343	0.0477635136	-0.1448353609	0.0965252633	-0.0516188014	0.1360635606	-0.295646382	0.3371270211	-0.2235899041	0.0762668023	-0.1252577904	0.0928349406	-0.0954047096	-0.0272158279	0.1590427312	-0.2329272201	0.0578661872	-0.2090826086	0.0529948362	-0.0075292705	0.2205775323	-0.0127719007	0.086513205	-0.017768765	0.0959767903	-0.0352400556	0.011073939	-0.0641023073	0.1628398223	-0.0709312499	0.019778435	-0.0525292378	0.0384372911	-0.0094422974	0.0307529877	-0.0491878233	0.0122955599	-0.0670122226	0.0741694814	-0.0504026146	0.0218341139	-0.0306795121	-0.0020560939	-0.1107351703	0.001779998	0.0690991611	-0.0564745719	0.0858817978	-0.0344301646	-0.00884352	-0.0810224189	0.0689242835	-0.0362723393	-0.0041340828	-0.0384521987	0.0221477149	0.0102470904	0.0778163619	-0.1500088048	-0.0623162236	0.0602065083	0.0932109715	-0.0058437382	-0.1126620963	-0.0065986755	0.0427902652	-0.0019526975	-0.0035601803	-0.0013491431	-0.0031194538	-0.038030421	-0.0200103123	0.094286802	0.0362722292	0.0634780493	-0.0667547176	-0.025789599	-0.0621407	0.0666146638	0.0506550058	0.002151783	-0.0667684886	-0.0175231778	-0.013675597	-0.0686494369	0.065204456	0.0530429621	0.0933272546	-0.0772732061	-0.0171078695	-0.0205455109	-0.079381155	0.011882199	-0.1500323486	0.0259799555	-0.0572402288	0.2006723924	-0.2408435137	-0.0166579823	0.0715430319	-0.1386592452	0.1524290551	-0.2363694405	0.1212304173	-0.0896020978	0.0072347415	0.0518718932	-0.0514217462	0.039086664	-0.0830452091	0.0150505308	-0.0689191601	0.1049300297	-0.1280652342	0.044331599	-0.0060792957	0.0234789787	-0.0472752702	0.0158081824	-0.1034404759	0.0094004026	-0.032035761	0.0657963803	0.0518332924	-0.0637783283	-0.0227019698	0.0398126761	0.0180089246	0.0289545738	-0.1032548131	0.0332414969	0.072970639	-0.0299339262	-0.0363381973	-0.0647332824	0.0857168547	-0.0388764412	-0.0108258172	-0.001179661	-0.1272584737	0.0457291801	0.0307097947	0.0500406043	0.0645828331	-0.1273763356	0.0572318943	0.0627050808	0.0025120979	-0.0069750056	-0.0632351246	-0.029998435	0.056008313	0.0027251665	0.102119749	-0.0181075745	-0.0406448786	-0.0651562336	0.0215721005	0.1028879225	0.0129972986	-0.0922294327	-0.1181500382	-0.0079259317	0.007525972	0.0810269733	0.0239935539	-0.0325852349	-0.0044990669	-0.020085796	-0.1761113605	0.1229505567	0.0740905639	-0.0490202184	0.3327270343	-0.2120253748	0.1639042951	-0.1982218514	0.1073792122	-0.3478291825	0.0114540718	0.1846552486	-0.0463046339	0.1986827359	-0.088533049	0.0144493322	-0.0667511008	0.0840663882	-0.0309325623	0.0620936549	-0.0658735205	0.0756573721	-0.0229515172	0.1829126884	0.102058657	0.1020484104	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0656853	n/a	0.00431455863609	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0
9624.92926126538	-35.03175419070794	1227.2238016781837	92639263.28436255	7135.790289217538	-75.06196383733823	50919503.05169132	5634.298415117872	6639.428281037704	-11.487084618710467	131.95311303741465	44082007.89904328	6484.975832354074	10270.512633920103	1.138814	40.885277	0.0786006999999999	0.078601	-0.0641941612	-0.1012287815	0.0777370886	0.1550422467	-0.1354263819	0.1163216439	-0.06957299	-0.03692158	-0.0030005279	0.0394872803	-0.1297166565	-0.0028503391	-0.1664210384	-0.0441720724	0.1522509513	0.012760441	0.0407591444	-0.2237724961	0.0423833035	-0.065333992	0.0345416744	-0.1147513829	-0.1698754096	-0.2394519799	0.1120451647	-0.0109114391	0.0323897516	-0.1411316374	-0.0975306862	-0.113355906	0.0276989155	0.1674575883	-0.2140868743	-0.0371184	-0.309457577	0.1218680335	0.0387127508	0.2683128503	-0.1132153157	0.021417669	-0.1303080856	0.1992453693	0.0058255719	0.0188350878	-0.1019964877	0.023914717	-0.0208767576	-0.0132430534	-0.0010786126	0.1085538415	0.021659089	-0.0177455406	-0.0700251862	-0.0162363246	-0.0071036497	0.1694625303	0.1526046012	-0.0351761238	-0.0308243087	0.0164516569	-0.0472269678	0.066229193	0.0096593985	0.0030029402	-0.0024032882	0.0412203875	0.0314168691	-0.1510202274	-0.042079502	-0.0167439162	0.0430932715	-0.013126102	0.113669716	-0.1116526957	-0.0131212592	0.0280790967	-0.1584815013	-0.0808186121	0.0121363151	-0.0465181295	0.007870558	0.0962619181	0.0058332281	-0.0297470452	-0.0427909598	-0.0147407443	-0.0303140482	-0.0259938251	0.0020974998	-0.0500040498	-0.0141919409	-0.0526641239	-0.0440217477	-0.042050699	-0.0055248799	-0.0086681604	0.0597437527	-0.0172146717	0.089141301	-0.0648412206	0.0625885341	-0.0371159367	-0.0428672248	0.0178282321	0.0160091165	-0.0132768066	-0.0162543356	-0.0216265588	-0.0920507174	-0.0592675593	-0.136085019	0.0118802543	-0.1341982166	0.160316419	-0.286699799	-0.1000256856	-0.0332147214	-0.2351531861	0.0571200339	-0.3003776429	0.1167327665	-0.0080805946	0.1587281077	0.1127740865	0.0435524884	-0.00760644	-0.1146628082	-0.0233812457	0.0429561158	-0.0554673324	-0.1122459134	0.0268009225	0.0089871195	0.0932814333	0.0398225591	-0.1263596426	-0.1128438348	0.0055823407	0.0308732151	-0.0206413298	-0.02371584	0.0241529472	0.0280536211	-0.0212704702	-0.1592239418	-0.0235028378	-0.1109945677	-0.0034083797	0.0557002713	0.0268086225	-0.0068640152	0.0355591402	-0.0073853536	0.0055053697	-0.0433786838	0.1186708673	0.0139787811	0.023414778	-0.1083938706	0.0662743089	-0.0116969235	0.0213664007	-0.0296032669	0.0052594888	0.0895649009	-0.005063262	0.0120191895	-0.0351481852	0.0554282597	0.1202035752	-0.0419231982	0.0050620652	0.0264196803	0.0815087003	-0.062545352	0.0270852688	-0.0452877491	-0.0002608254	0.0041520936	0.0058399902	0.0172031954	0.0763757185	-0.0343862527	-0.0098250603	0.0194745566	0.0120547667	-0.0975487337	0.1435499277	0.099892977	0.0109291845	0.3303426852	-0.2929385192	0.2418629363	-0.2404173274	0.1638741899	-0.2204188303	-0.0712098651	0.1068589162	-0.0745589731	-0.0903264302	0.065252888	0.0720448186	0.0419983699	-0.0769698126	0.1733374512	-0.0406976637	-0.0071934698	-0.1373915282	-0.1006273725	-0.0870766815	0.1020313334	0.1019391344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144286	0.0786007	0.0208184497959999	0.0061780700404899	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9542.685264048638	-82.24399721674308	6764.075078187644	91062842.04869102	7073.233025410227	-62.55726380731085	50030625.43175391	3913.411255057484	6602.784194710646	-36.644086327058176	1342.789062744892	43596759.12192072	6443.780473645697	10193.865884732875	1.502055	53.926216	0.3378851475887	0.196942	0.0273259978	-0.1009960976	0.0660059398	-0.0308974144	-0.0682905892	0.2633673549	-0.0335370904	-0.1093347891	0.1421511703	0.0130366893	-0.0089719454	0.0306779481	-0.0133312599	0.0289176781	0.256858807	-0.1837261719	0.0194288474	-0.0001713371	0.1377585141	-0.1949517202	-0.0686643098	-0.1791963619	0.0154023893	-0.1704102177	-0.2178718013	0.0721770474	0.0344163805	-0.1535522003	0.0278865457	-0.0390000075	0.1407638195	0.018036086	-0.0424429146	-0.0606151821	-0.0122711984	0.4396748164	0.1467087281	0.0549052805	0.136435997	0.0823607196	0.0532911131	-0.2949670581	0.1635896239	0.1314191218	0.1070006158	0.0496661152	-0.121679477	-0.0042364143	-0.2117121808	-0.0541114234	-0.0449050293	0.0001193227	-0.0356667423	0.0477868277	0.1585222631	0.0005526317	0.0038992952	-0.0181883199	-0.0085252432	0.0460693363	-0.0639791515	-0.0256896728	-0.0616404613	0.0648999178	0.0943386493	0.0646550208	-0.0295569286	0.1199283813	-0.0194959362	-0.0911264558	-0.0273172791	0.0541918186	0.0253432897	-0.0565782623	0.012569226	0.2178669198	-0.0981800784	-0.1249853184	-0.0588364977	-0.0058508223	-0.0370775081	0.0437448961	0.0139759874	0.0836901072	0.0582016474	0.0080321199	-0.0351308283	-0.0117533631	-0.0287297432	0.0051134104	-0.0421762223	0.1056888689	0.057407775	0.102812645	-0.0149596123	-0.0037042098	0.049437928	0.0404237892	-0.0348858578	0.0868440551	-0.0170390185	0.1380432798	-0.0415132188	-0.0625272816	-0.0560454057	0.0189270035	0.0548777359	0.0171448203	-0.0246213656	-0.1449768597	-0.0141264373	-0.1923299344	-0.0007392489	-0.0504870854	-0.1314182878	-0.2984583657	-0.1044603918	-0.0575598152	0.3799131678	0.0486927617	-0.1467862642	0.2257477047	-0.1852373834	0.0061003727	-0.1153125282	-0.1617950078	-0.0701055249	-0.0582904047	-0.0071985631	-0.0124989915	0.0845732162	0.1136001452	-0.0873842872	-0.0227838295	0.0824402567	-0.0005826604	0.1127687283	-0.0040779849	0.0350666716	-0.0352446277	-0.0120973247	0.0106420556	-0.0166688417	0.0757843361	0.1466661907	-0.0349633641	0.0120947759	-0.0533361773	-0.0835186368	-0.1002704495	0.0856001325	0.1291002008	0.0279641545	0.0129504113	-0.0660944184	0.1287142172	0.1268265954	-0.0561846025	0.0007985096	0.0081832474	0.0774183304	0.1549748541	-0.0416545099	-0.0005454987	0.1429351495	0.0107433242	-0.0340411444	0.0805410186	0.0003873637	-0.0286991965	-0.0015912654	-0.0025489247	-0.0604740182	-0.0302757804	-0.0276301236	-0.0222686582	0.073900762	0.034957785	0.0536057615	-0.0037581505	-0.0202277744	-0.0438870991	-0.0520981741	0.031945998	0.0616032623	-0.0183461115	0.0969500219	0.0022855366	0.2020811058	-0.3748437142	0.3793876872	-0.0320444151	0.1171875829	0.1816465689	-0.0116972194	-0.0058227549	0.0978924463	-0.2588827699	-0.0775246081	-0.1907206952	0.1191100825	-0.1713225645	-0.0349946481	0.1226895435	-0.2607742504	0.0282013278	0.0963895351	0.0633496892	0.2076367023	-0.220271241	0.1019766936	0.1017206994	-4.75887e-08	-4.75887e-08	2.26468436769e-15	2.26468436769e-15	-0.0955246	-0.0955246	0.00912494920516	0.00912494920516	0.230774	0.086488	0.053256639076	0.007480174144	0.00311745	0.00311745	9.7184945025e-06	9.7184945025e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9539.130376216704	-3.554887831933229	12.637227497626933	90995008.33446024	6975.221696215998	-98.01132919422888	48653717.711362384	9606.220650419506	6619.113495576351	16.32930086570468	266.64606676270364	43812663.46732098	6458.850620350683	10116.703713882876	1.243134	44.63052	0.0772779407554499	0.0561214	0.0818089746	-0.057623334	0.1129791299	-0.0851242742	-0.0094578698	0.2266638038	0.0653696541	-0.0862798845	0.0180726116	-0.1120127176	-0.0051230914	-0.0469694243	0.0072036295	-0.0045443531	0.1590437922	-0.2442650827	0.02403649	0.2764111956	0.2109510308	-0.086475715	-0.0284245008	-0.1438442975	0.152893721	-0.0981186328	0.0022174371	0.0187463853	-0.0061605389	0.0352320699	-0.0960432409	0.0305227045	0.1008766622	-0.0284450538	-0.0226802112	0.0665464429	0.0175139558	0.1289366619	0.085155038	0.0464538419	0.1055772544	-0.059017174	-0.0166349142	-0.0750914316	0.049019522	-0.0417542258	0.1128054042	0.0762685748	-0.0777372004	0.0936281916	-0.0017183555	-0.1256263559	0.1805738537	0.0297575915	0.0928691787	-0.1905817976	-0.0372783584	-0.034109042	-0.0951572732	-0.0183380237	-0.0787810396	-0.0694009751	-0.0606290119	-0.0166011342	-0.0479730955	0.0070447596	-0.0306794931	-0.0326818138	-0.1551375295	0.0567875512	-0.0582123704	0.1290803694	-0.092380893	-0.080652987	0.0505251186	0.1002876484	-0.0504242311	-0.0031368724	0.0682010285	-0.0216477311	0.0358528908	0.0405523413	-0.0101363423	-0.0936385643	0.1513205754	0.0111680229	0.0237772661	0.0434621473	-0.0001292535	-0.1038719553	0.0732271871	-0.0639529317	-0.0600619491	0.0975285018	0.0813201413	0.2113895462	0.0514629037	-0.0442710822	0.0041911335	-0.0797863767	-0.0771011949	-0.0605675844	-0.0207227783	-0.0173171306	0.0351973736	0.1050044181	0.0601616552	0.0933771215	-0.0026019425	-0.0783067568	0.0526075005	-0.0834341285	0.0030308543	-0.0938175574	0.1143498148	0.0089323257	-0.0259568669	-0.1472551158	0.0296454649	-0.0369817006	0.1273561096	0.0523638558	-0.1987903277	0.0548922627	-0.0219332556	-0.0444947575	-0.0799504821	0.0308600526	0.1185139672	0.0010014481	-0.1779003456	0.1627464271	-0.0404428686	-0.1628455402	0.0588588719	-0.0539199073	0.0047728638	0.0411241518	-0.0760961742	-0.0549119703	-0.0070993124	0.0119710579	-0.0166945928	-0.0845127437	0.0021703191	0.0181182017	0.1181290893	-0.0198526691	0.2186213294	0.037280673	0.095444584	-0.0072778909	-0.0892333602	-0.038808019	-0.0373786975	-0.0397378	0.0040291158	0.0002272444	0.0370467067	0.0599714162	-0.0789543956	-0.229806715	0.0948570565	-0.0407383177	0.0594943174	-0.0197375386	0.1626828042	-0.0829751852	0.0557149979	0.0330456171	-0.0003988495	-0.0110977648	0.1073317841	0.0374530634	0.0396507894	0.0187061504	-0.0537315821	-0.0417498753	-0.0507792823	0.0764434351	-0.1522220413	-0.0219305148	0.1316390613	0.028995084	0.1460021395	-0.0721495997	0.0120976889	-0.0100818456	0.0885564126	-0.0681951599	0.1387487731	-0.2770255268	0.1757249242	0.1609085396	-0.1068311121	0.1652974997	-0.1591870971	0.0460958982	0.0837827613	0.0776333274	0.0726216729	0.0018603771	0.0775113118	-0.1856253087	-0.0863105754	-0.0534984317	-0.0460960874	0.2365620131	-0.176040223	-0.0270935501	-0.0641407494	0.152554502	0.1018947522	0.1013933394	-6.833249999999999e-09	4.075545e-08	1.6610067047025002e-15	4.669330556249999e-17	-0.0514467	0.0440779	0.0026467629408899	0.00194286126841	0.23273	0.0019559999999999	0.0541632528999999	3.825935999999944e-06	0.00249257	-0.00062488	3.9047501439999993e-07	6.2129052049e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9547.42262717501	8.292250958305885	68.76142595552487	91153278.82189338	7077.918622939952	102.69692672395377	50096932.03296018	10546.658758545129	6630.74262256219	11.62912698583932	135.23659445277633	43966747.72666291	6479.552462895899	10129.855251918858	1.148609	41.236935	0.15503617550245	0.103376	0.0984877135	0.0053547152	0.1122776572	-0.1079154692	-0.0345066916	0.056133165	0.1058282587	-0.052682074	-0.0719573648	0.0015894478	0.0185764088	-0.1709726703	-0.0475434669	0.0524719632	0.0660372094	-0.1850617165	0.0644368989	0.0766879233	0.1488234989	0.0485240849	-0.0451117959	0.0374293377	-0.0960135868	-0.0387389688	-0.1003068561	0.0539908228	-0.1280848634	0.1272112745	-0.0512300626	0.0894688002	0.04185979	-0.0181776357	-0.0030138533	0.1109550537	-0.0832658784	-0.0011049383	0.1070706327	-0.049259534	0.1372121586	-0.1114306261	0.075067248	-0.0146303954	-0.1344449834	-0.0462864068	0.044611759	-0.0124129653	-0.0618197843	-0.0985812269	0.1248661191	0.027206533	0.0113688867	-0.0329997121	-0.0718096113	-0.0387580934	0.0159734509	0.0319208753	0.0622020732	-0.0468104338	0.0042406336	0.0578429391	0.0152875911	-0.0146018504	0.0662416974	-0.0862096507	-0.0121150466	-0.0670585435	0.0498691852	-0.0015635254	0.0003686536	0.0170519672	-0.0284802156	-0.043488415	0.1412908343	-0.1028454937	-0.0164676266	0.0636463685	-0.0076138338	-0.0858046489	0.0648319547	-0.0072803074	0.0134924826	-0.0268823655	0.0488914259	0.014178681	0.0522049579	0.0297482385	-0.0514638451	0.0032768996	0.1443016335	-0.0440196135	-0.0654540354	-0.128117494	-0.0747883309	-0.0081183758	0.1536087835	-0.0591905036	-0.0482918751	-0.0286655532	-0.06266099	0.1188618829	-0.0612244343	-0.0813264044	0.0357935484	0.0406721581	-0.0309726745	-0.1533405387	-0.041143626	-0.0886831903	0.0997208399	-0.033865532	0.0104612388	0.0737961391	0.0606732698	0.0637818915	-0.0053989264	-0.1432553234	0.1047002427	-0.0121086954	-0.1133196539	0.0649222459	-0.0927966773	-0.0348880771	-0.116503889	-0.0646751007	-0.0089028491	0.0397346834	-0.002949893	0.0332830109	0.0119123185	-0.0228316447	-0.1205145318	0.0439105564	0.0092853977	0.0736091663	-0.0091091488	-0.0580866818	0.0141565075	-0.0046400791	0.0641617667	-0.04292042	-0.0384851274	-0.0492081493	-0.0388844992	-0.0072638014	-0.0138735102	0.0221114141	-0.0744471123	0.0044790027	0.0466672423	0.0374353662	-0.0817413118	-0.0176409076	0.0090206407	-0.0921409357	-0.0327454045	0.0949756409	0.1237570366	0.1401665647	-0.0899731764	-0.0242656114	0.0561847415	0.0607794188	-0.1116561756	0.0190087302	0.0110152902	-0.0016885966	0.0360772084	-0.1204184185	-0.0162197567	-0.0625222651	-0.0725848411	0.0805758555	-0.108432346	0.004581306	-0.1171914787	-0.0570951183	-0.0801409732	0.0641961374	-0.119826244	0.1244296785	-0.0751414173	-0.0925037186	0.1103849477	-0.0540049795	-0.1695253068	-0.0636654546	0.0523851459	-0.10071945	0.0314874449	-0.0984116968	-0.0756296927	0.0301306449	-0.0946175873	-0.1235350728	0.0455531818	0.0306539495	-0.0433634201	-0.0172706292	0.0926153707	-0.0578492649	0.0456416258	-0.1168961644	0.0237571476	-0.0536174638	-0.0563557729	0.0679743897	-0.2171760588	-0.1339461368	0.0435231828	0.0414961628	0.101785531	0.1009574048	-8.23357e-08	-7.550245e-08	5.7006199560025e-15	6.7791674944899996e-15	0.0250189	0.0764656	0.00062594535721	0.0058469879833599	0.254259	0.021529	0.064647639081	0.000463497841	0.00135174	-0.00114083	1.3014930889e-06	1.8272010276e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9574.812257749829	27.38963057481851	750.1918630250331	91677029.77115636	7175.261922773653	97.34329983370117	51484383.66040546	9475.718022513844	6644.532245399437	13.789622837246498	190.15369799351012	44149808.76015288	6498.883721372697	10085.344448420576	1.052418	37.783512	0.16688068463223	0.107345	0.0148404997	0.0796569941	0.1353419412	-0.032248421	-0.0541032123	0.0276855776	0.1077171995	0.022767683	-0.0313756123	0.1366286326	-0.0020523892	-0.0279537292	0.0229869741	0.0711016424	0.0253283683	-0.0899074638	0.0419576	-0.1127864218	-0.0945802286	0.0781667224	0.0202166851	-0.0213487235	-0.0020863478	-0.091385773	-0.1437468549	0.0115317202	-0.139633966	0.1330369458	0.0235330866	0.0774869255	-0.0870763321	0.0293054833	-0.0765496375	-0.060085207	-0.019082543	0.0235952177	0.0436957543	0.0094821462	0.1095805773	-0.0861948086	0.1209793952	-0.0802303795	-0.0640446584	-0.0755021991	-0.0669453849	0.0799714911	-0.0143548699	0.0008137437	0.0905102099	-0.077414366	-0.0536786038	-0.0288923774	0.0783389804	0.0284757491	-0.1125420009	-0.0377675448	0.0522714095	0.1643873718	-0.1398222197	-0.0203466561	-0.0555143954	0.1075766568	0.0133388684	-0.0776427473	0.0481314771	-0.0001780704	-0.0827827755	0.0187442769	-0.0981668677	0.0464934016	0.034122949	0.0289536104	0.0383052203	0.0172511103	0.1270406732	0.0934358485	0.0490554323	0.2347580232	-0.050012473	-0.0233792468	-0.0178665111	-0.0940644872	0.1139119964	0.0682578615	0.1724188989	-0.1485026444	0.1734051567	-0.0805468991	0.0334961831	0.0710349188	0.0284954387	0.0035104551	-0.02238748	-0.1045955579	0.1276357818	0.0688089121	-0.1296171394	0.0218886337	0.0716391367	0.0438258933	-0.0098942082	0.1047219011	0.1245015841	-0.1310508222	-0.0894844921	0.0044710636	0.0371476313	0.0787993427	0.0781438351	0.0809261656	-0.0106238462	0.0441960666	-0.1177715352	0.0828005567	-0.0166501279	-0.0658797531	-0.0097983844	-0.0581794127	-0.0343991144	0.102263523	0.0401279684	-0.0904470344	-0.2259130176	-0.0291162198	-0.1048708748	0.0570890342	-0.0903634985	0.0736145773	-0.0253474134	-0.0362970531	0.104030727	-0.1403605444	0.0112915427	-0.0185274434	-0.0039014832	0.0556830443	-0.0814175479	-0.0368307075	-0.1024999306	0.0408871602	0.0247612614	-0.1402595253	-0.0044478314	-0.1847981227	0.0470724663	-0.0090220923	-0.0064868346	-0.0027792317	-0.0940112974	0.0266954187	-0.1452305195	0.0401254868	0.0811249696	-0.108669779	-0.0145906743	-0.007751248	0.0182111567	0.0732097119	0.1069266491	-0.012016169	-0.1461449431	0.0627022	0.2276126897	0.0759027855	-0.0631644165	0.0905463726	0.1094989727	0.0806945178	0.0008254794	0.0254934812	0.0017463297	-0.0944805333	-0.0965401314	-0.0193903482	-0.0026268526	-0.1448796422	-0.0214207413	0.043970681	-0.1399287991	-0.0125239942	-0.1097356081	-0.0696254605	-0.0993900475	-0.0401756832	0.077245401	0.0848708897	-0.0509558578	-0.0816650842	-0.0655814797	-0.1544291703	-0.1844905576	-0.0734617288	0.0472809199	-0.172379253	0.147172413	0.0822740921	0.0396182716	0.0390144576	0.0536420303	-0.0193420941	-0.0563799742	-0.116570058	-0.0302058835	-0.0356882917	-0.1561222809	0.184063303	-0.1366893647	-0.1572538051	0.0452840517	0.1272084941	0.1016490594	0.1004133625	2.2965299999999997e-09	8.463223e-08	7.162614354772901e-15	5.274050040899999e-18	0.107596	0.0825771	0.0115768992159999	0.00681897744441	0.192285	-0.061974	0.036973521225	0.003840776676	0.00179833	0.0004465899999999	1.9944262810000002e-07	3.2339907888999995e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
